Id,Category
29921,2
29922,1
29923,2
29924,1
29925,1
29926,1
29927,1
29928,3
29929,0
29930,1
29931,2
29932,1
29933,4
29934,1
29935,2
29936,3
29937,3
29938,1
29939,1
29940,1
29941,1
29942,2
29943,2
29944,2
29945,3
29946,1
29947,1
29948,1
29949,1
29950,2
29951,2
29952,1
29953,3
29954,3
29955,3
29956,1
29957,2
29958,1
29959,1
29960,2
29961,1
29962,1
29963,1
29964,1
29965,2
29966,1
29967,1
29968,1
29969,2
29970,2
29971,1
29972,0
29973,1
29974,1
29975,0
29976,3
29977,3
29978,1
29979,1
29980,1
29981,1
29982,1
29983,1
29984,0
29985,4
29986,1
29987,1
29988,1
29989,1
29990,0
29991,1
29992,2
29993,1
29994,1
29995,2
29996,4
29997,1
29998,1
29999,4
30000,1
30001,1
30002,2
30003,0
30004,2
30005,1
30006,2
30007,3
30008,1
30009,1
30010,1
30011,3
30012,1
30013,3
30014,2
30015,1
30016,2
30017,1
30018,2
30019,2
30020,2
30021,1
30022,1
30023,2
30024,3
30025,1
30026,3
30027,1
30028,3
30029,2
30030,1
30031,1
30032,1
30033,2
30034,3
30035,2
30036,3
30037,1
30038,1
30039,2
30040,1
30041,4
30042,1
30043,2
30044,3
30045,2
30046,1
30047,1
30048,4
30049,1
30050,1
30051,1
30052,3
30053,1
30054,1
30055,1
30056,1
30057,1
30058,1
30059,1
30060,2
30061,4
30062,2
30063,1
30064,2
30065,2
30066,1
30067,1
30068,2
30069,3
30070,2
30071,2
30072,1
30073,1
30074,1
30075,3
30076,2
30077,2
30078,2
30079,2
30080,2
30081,3
30082,2
30083,2
30084,2
30085,4
30086,1
30087,3
30088,3
30089,1
30090,1
30091,1
30092,1
30093,1
30094,1
30095,1
30096,2
30097,1
30098,1
30099,1
30100,1
30101,2
30102,1
30103,1
30104,1
30105,2
30106,2
30107,2
30108,1
30109,3
30110,1
30111,2
30112,3
30113,1
30114,1
30115,3
30116,1
30117,0
30118,1
30119,1
30120,1
30121,1
30122,3
30123,1
30124,1
30125,1
30126,0
30127,1
30128,2
30129,1
30130,1
30131,1
30132,1
30133,2
30134,1
30135,1
30136,1
30137,1
30138,1
30139,1
30140,3
30141,1
30142,1
30143,3
30144,1
30145,1
30146,1
30147,1
30148,1
30149,2
30150,2
30151,1
30152,1
30153,2
30154,2
30155,2
30156,1
30157,1
30158,1
30159,4
30160,3
30161,2
30162,2
30163,3
30164,1
30165,1
30166,2
30167,2
30168,1
30169,2
30170,2
30171,1
30172,2
30173,1
30174,3
30175,2
30176,1
30177,1
30178,4
30179,1
30180,0
30181,1
30182,2
30183,3
30184,3
30185,3
30186,1
30187,1
30188,2
30189,3
30190,2
30191,2
30192,2
30193,3
30194,2
30195,2
30196,1
30197,1
30198,2
30199,2
30200,2
30201,1
30202,1
30203,2
30204,1
30205,2
30206,1
30207,3
30208,3
30209,3
30210,1
30211,1
30212,4
30213,1
30214,1
30215,2
30216,2
30217,2
30218,2
30219,2
30220,1
30221,2
30222,1
30223,3
30224,1
30225,1
30226,1
30227,4
30228,3
30229,3
30230,1
30231,1
30232,2
30233,1
30234,1
30235,1
30236,1
30237,1
30238,1
30239,1
30240,1
30241,1
30242,3
30243,0
30244,0
30245,3
30246,3
30247,1
30248,2
30249,1
30250,1
30251,1
30252,1
30253,4
30254,1
30255,1
30256,1
30257,3
30258,0
30259,2
30260,1
30261,1
30262,1
30263,2
30264,2
30265,2
30266,2
30267,1
30268,1
30269,2
30270,1
30271,2
30272,1
30273,2
30274,2
30275,1
30276,3
30277,2
30278,2
30279,1
30280,1
30281,2
30282,1
30283,0
30284,1
30285,2
30286,1
30287,2
30288,1
30289,2
30290,1
30291,1
30292,1
30293,1
30294,3
30295,1
30296,4
30297,1
30298,1
30299,3
30300,0
30301,1
30302,3
30303,1
30304,1
30305,2
30306,1
30307,3
30308,0
30309,1
30310,1
30311,1
30312,3
30313,3
30314,0
30315,1
30316,2
30317,1
30318,3
30319,2
30320,2
30321,1
30322,1
30323,1
30324,1
30325,3
30326,0
30327,2
30328,2
30329,1
30330,1
30331,1
30332,2
30333,2
30334,1
30335,2
30336,2
30337,2
30338,1
30339,1
30340,1
30341,2
30342,1
30343,1
30344,1
30345,1
30346,2
30347,1
30348,3
30349,0
30350,2
30351,1
30352,1
30353,2
30354,1
30355,1
30356,2
30357,2
30358,1
30359,2
30360,1
30361,4
30362,3
30363,2
30364,2
30365,1
30366,1
30367,1
30368,2
30369,2
30370,2
30371,1
30372,1
30373,3
30374,2
30375,1
30376,4
30377,4
30378,1
30379,2
30380,1
30381,1
30382,1
30383,3
30384,2
30385,2
30386,1
30387,4
30388,3
30389,2
30390,1
30391,1
30392,1
30393,0
30394,2
30395,1
30396,2
30397,2
30398,0
30399,3
30400,1
30401,1
30402,1
30403,1
30404,2
30405,2
30406,1
30407,4
30408,2
30409,2
30410,1
30411,0
30412,2
30413,1
30414,3
30415,1
30416,1
30417,1
30418,3
30419,1
30420,1
30421,2
30422,2
30423,3
30424,2
30425,1
30426,2
30427,2
30428,1
30429,1
30430,1
30431,4
30432,1
30433,1
30434,1
30435,2
30436,2
30437,1
30438,2
30439,1
30440,2
30441,3
30442,1
30443,4
30444,1
30445,1
30446,4
30447,1
30448,1
30449,1
30450,1
30451,1
30452,1
30453,1
30454,2
30455,2
30456,1
30457,1
30458,1
30459,1
30460,1
30461,1
30462,2
30463,1
30464,2
30465,1
30466,2
30467,1
30468,2
30469,2
30470,1
30471,1
30472,1
30473,1
30474,1
30475,2
30476,4
30477,2
30478,1
30479,1
30480,4
30481,2
30482,1
30483,1
30484,1
30485,1
30486,4
30487,1
30488,0
30489,1
30490,1
30491,4
30492,3
30493,2
30494,2
30495,3
30496,1
30497,3
30498,1
30499,1
30500,1
30501,1
30502,2
30503,3
30504,1
30505,1
30506,3
30507,1
30508,2
30509,1
30510,1
30511,1
30512,3
30513,1
30514,1
30515,1
30516,1
30517,1
30518,2
30519,2
30520,4
30521,1
30522,1
30523,1
30524,1
30525,1
30526,1
30527,2
30528,4
30529,1
30530,1
30531,3
30532,1
30533,1
30534,1
30535,2
30536,1
30537,1
30538,1
30539,2
30540,3
30541,1
30542,1
30543,3
30544,1
30545,2
30546,2
30547,2
30548,2
30549,1
30550,4
30551,2
30552,1
30553,2
30554,1
30555,1
30556,3
30557,1
30558,2
30559,1
30560,2
30561,1
30562,2
30563,0
30564,2
30565,1
30566,1
30567,0
30568,2
30569,0
30570,2
30571,1
30572,1
30573,1
30574,2
30575,1
30576,1
30577,1
30578,1
30579,1
30580,1
30581,1
30582,1
30583,2
30584,2
30585,2
30586,3
30587,1
30588,1
30589,1
30590,1
30591,2
30592,1
30593,3
30594,3
30595,2
30596,1
30597,3
30598,2
30599,2
30600,2
30601,2
30602,1
30603,1
30604,1
30605,3
30606,2
30607,1
30608,1
30609,2
30610,1
30611,2
30612,1
30613,1
30614,1
30615,1
30616,3
30617,1
30618,1
30619,2
30620,1
30621,2
30622,1
30623,1
30624,1
30625,1
30626,1
30627,1
30628,4
30629,1
30630,1
30631,2
30632,2
30633,1
30634,1
30635,1
30636,3
30637,1
30638,1
30639,2
30640,1
30641,2
30642,2
30643,1
30644,2
30645,1
30646,3
30647,1
30648,2
30649,1
30650,1
30651,2
30652,2
30653,1
30654,2
30655,4
30656,3
30657,1
30658,1
30659,2
30660,1
30661,3
30662,0
30663,2
30664,1
30665,2
30666,1
30667,1
30668,3
30669,3
30670,1
30671,2
30672,1
30673,3
30674,2
30675,3
30676,4
30677,1
30678,3
30679,1
30680,2
30681,1
30682,1
30683,1
30684,1
30685,1
30686,2
30687,2
30688,1
30689,1
30690,3
30691,0
30692,1
30693,2
30694,1
30695,1
30696,2
30697,1
30698,2
30699,2
30700,1
30701,2
30702,1
30703,1
30704,1
30705,2
30706,1
30707,2
30708,1
30709,4
30710,1
30711,1
30712,1
30713,1
30714,1
30715,4
30716,3
30717,3
30718,3
30719,1
30720,1
30721,1
30722,1
30723,3
30724,1
30725,2
30726,2
30727,1
30728,1
30729,2
30730,1
30731,2
30732,4
30733,1
30734,1
30735,3
30736,1
30737,4
30738,4
30739,1
30740,1
30741,2
30742,1
30743,1
30744,2
30745,3
30746,3
30747,3
30748,1
30749,4
30750,2
30751,1
30752,1
30753,1
30754,3
30755,3
30756,1
30757,2
30758,3
30759,2
30760,1
30761,1
30762,3
30763,1
30764,4
30765,1
30766,3
30767,1
30768,2
30769,2
30770,1
30771,2
30772,2
30773,1
30774,1
30775,1
30776,3
30777,1
30778,2
30779,1
30780,1
30781,1
30782,1
30783,2
30784,3
30785,1
30786,2
30787,2
30788,1
30789,2
30790,2
30791,2
30792,2
30793,3
30794,1
30795,2
30796,2
30797,1
30798,1
30799,1
30800,1
30801,3
30802,2
30803,1
30804,1
30805,1
30806,1
30807,2
30808,1
30809,1
30810,2
30811,2
30812,1
30813,1
30814,1
30815,1
30816,1
30817,1
30818,1
30819,3
30820,3
30821,2
30822,2
30823,1
30824,1
30825,3
30826,2
30827,1
30828,0
30829,1
30830,1
30831,1
30832,4
30833,1
30834,2
30835,3
30836,1
30837,1
30838,1
30839,1
30840,1
30841,1
30842,1
30843,1
30844,1
30845,1
30846,2
30847,1
30848,2
30849,2
30850,1
30851,1
30852,1
30853,1
30854,2
30855,1
30856,1
30857,1
30858,2
30859,1
30860,1
30861,1
30862,2
30863,4
30864,1
30865,1
30866,1
30867,1
30868,3
30869,2
30870,1
30871,2
30872,1
30873,2
30874,1
30875,1
30876,1
30877,2
30878,2
30879,1
30880,1
30881,3
30882,1
30883,2
30884,0
30885,2
30886,1
30887,1
30888,2
30889,4
30890,1
30891,1
30892,2
30893,1
30894,2
30895,2
30896,1
30897,1
30898,1
30899,0
30900,1
30901,2
30902,2
30903,2
30904,2
30905,1
30906,3
30907,2
30908,2
30909,2
30910,1
30911,1
30912,2
30913,1
30914,1
30915,2
30916,2
30917,1
30918,1
30919,2
30920,1
30921,1
30922,1
30923,2
30924,1
30925,3
30926,1
30927,1
30928,2
30929,3
30930,1
30931,1
30932,1
30933,1
30934,2
30935,0
30936,2
30937,1
30938,2
30939,1
30940,3
30941,1
30942,1
30943,1
30944,2
30945,1
30946,3
30947,4
30948,2
30949,1
30950,1
30951,3
30952,4
30953,1
30954,1
30955,2
30956,3
30957,2
30958,1
30959,1
30960,1
30961,4
30962,3
30963,2
30964,2
30965,4
30966,1
30967,1
30968,1
30969,1
30970,1
30971,1
30972,1
30973,4
30974,2
30975,1
30976,2
30977,4
30978,1
30979,1
30980,2
30981,3
30982,1
30983,1
30984,1
30985,1
30986,1
30987,1
30988,1
30989,1
30990,1
30991,1
30992,4
30993,1
30994,0
30995,1
30996,2
30997,1
30998,1
30999,1
31000,0
31001,1
31002,1
31003,3
31004,3
31005,1
31006,1
31007,1
31008,1
31009,3
31010,3
31011,2
31012,1
31013,0
31014,4
31015,1
31016,2
31017,0
31018,2
31019,0
31020,1
31021,2
31022,2
31023,2
31024,3
31025,2
31026,1
31027,1
31028,1
31029,1
31030,2
31031,1
31032,0
31033,1
31034,3
31035,1
31036,2
31037,2
31038,4
31039,2
31040,2
31041,2
31042,2
31043,2
31044,2
31045,1
31046,1
31047,1
31048,1
31049,3
31050,2
31051,0
31052,3
31053,2
31054,2
31055,1
31056,3
31057,1
31058,4
31059,1
31060,4
31061,2
31062,3
31063,1
31064,2
31065,2
31066,1
31067,2
31068,2
31069,1
31070,2
31071,1
31072,2
31073,1
31074,1
31075,1
31076,1
31077,4
31078,3
31079,1
31080,4
31081,2
31082,2
31083,1
31084,1
31085,1
31086,1
31087,0
31088,2
31089,1
31090,3
31091,1
31092,4
31093,1
31094,1
31095,1
31096,2
31097,1
31098,2
31099,1
31100,1
31101,1
31102,0
31103,4
31104,1
31105,1
31106,1
31107,4
31108,2
31109,2
31110,1
31111,3
31112,1
31113,3
31114,1
31115,1
31116,2
31117,1
31118,4
31119,2
31120,2
31121,2
31122,1
31123,1
31124,2
31125,1
31126,4
31127,2
31128,3
31129,1
31130,1
31131,1
31132,1
31133,1
31134,1
31135,1
31136,1
31137,2
31138,1
31139,1
31140,1
31141,4
31142,2
31143,2
31144,3
31145,2
31146,2
31147,1
31148,1
31149,1
31150,1
31151,2
31152,1
31153,1
31154,1
31155,3
31156,1
31157,1
31158,2
31159,1
31160,2
31161,2
31162,2
31163,1
31164,1
31165,1
31166,2
31167,1
31168,1
31169,1
31170,1
31171,1
31172,2
31173,1
31174,2
31175,1
31176,2
31177,1
31178,2
31179,2
31180,1
31181,1
31182,1
31183,1
31184,0
31185,1
31186,1
31187,3
31188,1
31189,1
31190,4
31191,3
31192,1
31193,2
31194,3
31195,1
31196,1
31197,1
31198,4
31199,1
31200,1
31201,1
31202,1
31203,1
31204,1
31205,1
31206,1
31207,1
31208,1
31209,1
31210,2
31211,2
31212,2
31213,1
31214,1
31215,1
31216,1
31217,1
31218,1
31219,1
31220,2
31221,0
31222,1
31223,1
31224,2
31225,4
31226,2
31227,1
31228,1
31229,2
31230,1
31231,1
31232,1
31233,1
31234,2
31235,3
31236,1
31237,1
31238,3
31239,3
31240,1
31241,3
31242,1
31243,2
31244,2
31245,1
31246,1
31247,2
31248,1
31249,2
31250,4
31251,2
31252,2
31253,2
31254,1
31255,2
31256,4
31257,2
31258,1
31259,1
31260,1
31261,1
31262,1
31263,1
31264,1
31265,1
31266,1
31267,1
31268,3
31269,1
31270,3
31271,1
31272,1
31273,1
31274,1
31275,1
31276,3
31277,1
31278,1
31279,2
31280,1
31281,2
31282,1
31283,3
31284,1
31285,2
31286,1
31287,2
31288,1
31289,1
31290,1
31291,1
31292,2
31293,1
31294,1
31295,1
31296,1
31297,4
31298,1
31299,2
31300,1
31301,3
31302,3
31303,1
31304,1
31305,2
31306,3
31307,1
31308,4
31309,1
31310,1
31311,2
31312,3
31313,3
31314,1
31315,2
31316,1
31317,2
31318,1
31319,1
31320,1
31321,1
31322,1
31323,1
31324,1
31325,4
31326,3
31327,2
31328,2
31329,2
31330,1
31331,1
31332,1
31333,1
31334,3
31335,1
31336,2
31337,1
31338,3
31339,1
31340,1
31341,1
31342,1
31343,2
31344,1
31345,1
31346,1
31347,3
31348,1
31349,2
31350,2
31351,2
31352,1
31353,3
31354,3
31355,2
31356,2
31357,2
31358,1
31359,4
31360,1
31361,2
31362,2
31363,1
31364,1
31365,1
31366,1
31367,1
31368,2
31369,2
31370,1
31371,2
31372,4
31373,0
31374,1
31375,4
31376,1
31377,1
31378,3
31379,1
31380,4
31381,0
31382,1
31383,2
31384,1
31385,4
31386,1
31387,2
31388,3
31389,4
31390,1
31391,1
31392,4
31393,1
31394,1
31395,2
31396,2
31397,1
31398,1
31399,1
31400,1
31401,1
31402,3
31403,2
31404,3
31405,1
31406,1
31407,3
31408,1
31409,2
31410,2
31411,1
31412,2
31413,1
31414,1
31415,4
31416,1
31417,1
31418,1
31419,1
31420,2
31421,2
31422,1
31423,1
31424,1
31425,2
31426,1
31427,1
31428,1
31429,1
31430,1
31431,1
31432,1
31433,2
31434,2
31435,1
31436,1
31437,1
31438,1
31439,1
31440,1
31441,1
31442,1
31443,1
31444,1
31445,1
31446,1
31447,2
31448,1
31449,1
31450,1
31451,2
31452,2
31453,0
31454,1
31455,2
31456,2
31457,2
31458,1
31459,0
31460,1
31461,1
31462,2
31463,2
31464,1
31465,2
31466,1
31467,1
31468,2
31469,1
31470,1
31471,1
31472,4
31473,1
31474,1
31475,1
31476,1
31477,2
31478,1
31479,1
31480,2
31481,1
31482,4
31483,1
31484,2
31485,1
31486,1
31487,3
31488,0
31489,2
31490,1
31491,4
31492,1
31493,4
31494,1
31495,1
31496,2
31497,3
31498,2
31499,1
31500,2
31501,1
31502,2
31503,4
31504,3
31505,1
31506,1
31507,2
31508,1
31509,2
31510,2
31511,2
31512,1
31513,1
31514,2
31515,3
31516,1
31517,1
31518,2
31519,2
31520,1
31521,2
31522,2
31523,1
31524,2
31525,3
31526,0
31527,2
31528,1
31529,2
31530,0
31531,3
31532,1
31533,1
31534,3
31535,1
31536,4
31537,2
31538,1
31539,1
31540,1
31541,3
31542,1
31543,1
31544,3
31545,2
31546,2
31547,1
31548,1
31549,3
31550,1
31551,1
31552,1
31553,1
31554,2
31555,2
31556,1
31557,1
31558,1
31559,1
31560,1
31561,2
31562,1
31563,3
31564,1
31565,1
31566,2
31567,1
31568,1
31569,2
31570,1
31571,1
31572,1
31573,0
31574,1
31575,2
31576,1
31577,1
31578,1
31579,2
31580,1
31581,1
31582,2
31583,2
31584,3
31585,1
31586,3
31587,2
31588,2
31589,2
31590,1
31591,1
31592,1
31593,1
31594,4
31595,3
31596,1
31597,3
31598,3
31599,1
31600,1
31601,1
31602,2
31603,0
31604,2
31605,2
31606,1
31607,1
31608,2
31609,1
31610,1
31611,3
31612,2
31613,0
31614,3
31615,1
31616,4
31617,1
31618,1
31619,1
31620,1
31621,2
31622,1
31623,1
31624,1
31625,1
31626,3
31627,2
31628,2
31629,3
31630,0
31631,1
31632,1
31633,2
31634,1
31635,3
31636,1
31637,0
31638,3
31639,3
31640,2
31641,2
31642,1
31643,1
31644,2
31645,1
31646,1
31647,3
31648,1
31649,1
31650,1
31651,1
31652,1
31653,2
31654,2
31655,2
31656,1
31657,2
31658,0
31659,1
31660,2
31661,4
31662,4
31663,2
31664,2
31665,3
31666,2
31667,1
31668,1
31669,1
31670,2
31671,1
31672,1
31673,1
31674,1
31675,1
31676,1
31677,1
31678,1
31679,2
31680,3
31681,1
31682,1
31683,3
31684,1
31685,3
31686,2
31687,4
31688,1
31689,1
31690,2
31691,1
31692,1
31693,1
31694,1
31695,3
31696,1
31697,1
31698,1
31699,3
31700,3
31701,1
31702,1
31703,1
31704,2
31705,1
31706,0
31707,2
31708,1
31709,2
31710,1
31711,2
31712,2
31713,1
31714,2
31715,1
31716,1
31717,2
31718,1
31719,2
31720,1
31721,1
31722,1
31723,2
31724,1
31725,4
31726,1
31727,1
31728,2
31729,1
31730,1
31731,1
31732,1
31733,0
31734,0
31735,1
31736,1
31737,1
31738,1
31739,2
31740,3
31741,1
31742,1
31743,1
31744,1
31745,2
31746,1
31747,3
31748,1
31749,1
31750,1
31751,2
31752,2
31753,1
31754,2
31755,1
31756,2
31757,2
31758,3
31759,1
31760,1
31761,1
31762,1
31763,1
31764,2
31765,4
31766,1
31767,2
31768,1
31769,1
31770,2
31771,0
31772,1
31773,1
31774,1
31775,1
31776,1
31777,1
31778,1
31779,1
31780,1
31781,1
31782,2
31783,2
31784,2
31785,1
31786,1
31787,1
31788,1
31789,1
31790,2
31791,2
31792,2
31793,1
31794,2
31795,1
31796,1
31797,2
31798,1
31799,2
31800,0
31801,2
31802,2
31803,1
31804,2
31805,2
31806,1
31807,1
31808,0
31809,2
31810,1
31811,2
31812,1
31813,2
31814,1
31815,1
31816,1
31817,1
31818,1
31819,1
31820,3
31821,3
31822,1
31823,1
31824,1
31825,2
31826,1
31827,0
31828,2
31829,1
31830,4
31831,1
31832,1
31833,1
31834,1
31835,3
31836,1
31837,2
31838,1
31839,2
31840,2
31841,3
31842,2
31843,1
31844,1
31845,1
31846,2
31847,3
31848,1
31849,1
31850,2
31851,3
31852,1
31853,1
31854,1
31855,1
31856,1
31857,1
31858,2
31859,2
31860,2
31861,1
31862,1
31863,2
31864,3
31865,1
31866,2
31867,1
31868,3
31869,1
31870,2
31871,1
31872,1
31873,4
31874,1
31875,2
31876,2
31877,2
31878,3
31879,1
31880,0
31881,1
31882,2
31883,0
31884,3
31885,1
31886,1
31887,1
31888,1
31889,1
31890,2
31891,1
31892,2
31893,1
31894,3
31895,2
31896,1
31897,2
31898,2
31899,1
31900,2
31901,1
31902,4
31903,3
31904,1
31905,3
31906,2
31907,3
31908,3
31909,1
31910,1
31911,2
31912,2
31913,1
31914,1
31915,1
31916,1
31917,1
31918,1
31919,3
31920,2
31921,2
31922,1
31923,1
31924,2
31925,0
31926,2
31927,1
31928,0
31929,3
31930,2
31931,2
31932,1
31933,2
31934,1
31935,2
31936,1
31937,1
31938,1
31939,1
31940,1
31941,1
31942,1
31943,1
31944,1
31945,2
31946,2
31947,2
31948,1
31949,1
31950,0
31951,2
31952,1
31953,1
31954,1
31955,2
31956,1
31957,2
31958,4
31959,1
31960,3
31961,1
31962,1
31963,2
31964,2
31965,1
31966,1
31967,3
31968,0
31969,1
31970,3
31971,1
31972,1
31973,1
31974,1
31975,1
31976,2
31977,0
31978,3
31979,1
31980,1
31981,1
31982,1
31983,1
31984,1
31985,1
31986,1
31987,4
31988,1
31989,1
31990,2
31991,1
31992,1
31993,1
31994,2
31995,3
31996,1
31997,1
31998,1
31999,1
32000,3
32001,2
32002,1
32003,2
32004,2
32005,2
32006,1
32007,2
32008,1
32009,1
32010,1
32011,1
32012,1
32013,3
32014,1
32015,4
32016,1
32017,2
32018,2
32019,3
32020,4
32021,1
32022,4
32023,2
32024,1
32025,3
32026,2
32027,4
32028,1
32029,4
32030,2
32031,1
32032,1
32033,2
32034,1
32035,1
32036,1
32037,2
32038,4
32039,1
32040,3
32041,1
32042,1
32043,1
32044,1
32045,0
32046,1
32047,1
32048,2
32049,1
32050,1
32051,3
32052,1
32053,1
32054,1
32055,0
32056,2
32057,1
32058,2
32059,1
32060,1
32061,3
32062,3
32063,2
32064,2
32065,1
32066,1
32067,1
32068,3
32069,1
32070,0
32071,2
32072,1
32073,1
32074,2
32075,2
32076,1
32077,1
32078,1
32079,2
32080,1
32081,2
32082,1
32083,1
32084,1
32085,1
32086,2
32087,2
32088,1
32089,1
32090,1
32091,3
32092,1
32093,2
32094,1
32095,1
32096,1
32097,4
32098,1
32099,1
32100,1
32101,1
32102,2
32103,1
32104,1
32105,1
32106,2
32107,1
32108,1
32109,1
32110,1
32111,0
32112,3
32113,1
32114,2
32115,2
32116,2
32117,3
32118,1
32119,1
32120,3
32121,2
32122,1
32123,4
32124,2
32125,2
32126,1
32127,1
32128,1
32129,0
32130,2
32131,1
32132,1
32133,2
32134,1
32135,2
32136,4
32137,1
32138,1
32139,2
32140,1
32141,1
32142,1
32143,4
32144,2
32145,1
32146,1
32147,3
32148,2
32149,1
32150,0
32151,1
32152,1
32153,3
32154,2
32155,1
32156,1
32157,1
32158,0
32159,2
32160,1
32161,1
32162,1
32163,1
32164,2
32165,3
32166,1
32167,2
32168,3
32169,4
32170,2
32171,1
32172,1
32173,2
32174,3
32175,2
32176,0
32177,0
32178,2
32179,3
32180,2
32181,1
32182,3
32183,1
32184,2
32185,2
32186,1
32187,1
32188,1
32189,3
32190,1
32191,2
32192,3
32193,2
32194,2
32195,2
32196,3
32197,1
32198,3
32199,1
32200,1
32201,1
32202,1
32203,2
32204,3
32205,1
32206,1
32207,2
32208,2
32209,2
32210,1
32211,2
32212,1
32213,1
32214,1
32215,1
32216,2
32217,4
32218,1
32219,1
32220,0
32221,0
32222,2
32223,1
32224,2
32225,1
32226,1
32227,2
32228,1
32229,0
32230,1
32231,1
32232,2
32233,3
32234,1
32235,4
32236,1
32237,1
32238,1
32239,3
32240,4
32241,1
32242,1
32243,1
32244,1
32245,2
32246,1
32247,2
32248,4
32249,1
32250,1
32251,1
32252,0
32253,2
32254,1
32255,1
32256,2
32257,2
32258,2
32259,1
32260,2
32261,1
32262,3
32263,3
32264,1
32265,3
32266,4
32267,0
32268,2
32269,1
32270,2
32271,2
32272,1
32273,1
32274,2
32275,1
32276,1
32277,4
32278,1
32279,1
32280,0
32281,2
32282,1
32283,1
32284,1
32285,2
32286,1
32287,1
32288,1
32289,1
32290,1
32291,2
32292,1
32293,1
32294,1
32295,2
32296,1
32297,2
32298,3
32299,4
32300,3
32301,2
32302,1
32303,1
32304,1
32305,1
32306,1
32307,2
32308,4
32309,2
32310,1
32311,2
32312,1
32313,1
32314,1
32315,1
32316,1
32317,2
32318,1
32319,1
32320,0
32321,2
32322,2
32323,1
32324,1
32325,1
32326,2
32327,1
32328,1
32329,0
32330,0
32331,2
32332,3
32333,2
32334,1
32335,4
32336,4
32337,1
32338,1
32339,3
32340,1
32341,1
32342,2
32343,1
32344,2
32345,1
32346,1
32347,1
32348,3
32349,3
32350,1
32351,1
32352,1
32353,1
32354,1
32355,4
32356,1
32357,1
32358,2
32359,2
32360,2
32361,1
32362,3
32363,1
32364,1
32365,1
32366,1
32367,1
32368,1
32369,1
32370,1
32371,2
32372,2
32373,2
32374,1
32375,1
32376,3
32377,1
32378,1
32379,4
32380,1
32381,3
32382,1
32383,1
32384,1
32385,1
32386,3
32387,1
32388,1
32389,2
32390,1
32391,3
32392,1
32393,1
32394,1
32395,1
32396,1
32397,0
32398,1
32399,4
32400,1
32401,2
32402,1
32403,3
32404,1
32405,2
32406,1
32407,1
32408,1
32409,2
32410,2
32411,1
32412,1
32413,0
32414,1
32415,1
32416,1
32417,4
32418,1
32419,2
32420,1
32421,3
32422,2
32423,1
32424,1
32425,1
32426,2
32427,1
32428,4
32429,1
32430,2
32431,3
32432,2
32433,3
32434,1
32435,1
32436,1
32437,1
32438,1
32439,1
32440,2
32441,1
32442,1
32443,4
32444,1
32445,2
32446,2
32447,2
32448,2
32449,2
32450,1
32451,2
32452,1
32453,1
32454,3
32455,3
32456,3
32457,2
32458,2
32459,1
32460,1
32461,1
32462,2
32463,1
32464,2
32465,1
32466,1
32467,3
32468,4
32469,1
32470,1
32471,0
32472,0
32473,2
32474,1
32475,1
32476,1
32477,1
32478,1
32479,1
32480,4
32481,2
32482,3
32483,0
32484,1
32485,2
32486,1
32487,1
32488,1
32489,2
32490,1
32491,1
32492,2
32493,1
32494,2
32495,2
32496,1
32497,2
32498,1
32499,2
32500,1
32501,2
32502,3
32503,2
32504,2
32505,1
32506,1
32507,2
32508,2
32509,2
32510,1
32511,2
32512,3
32513,3
32514,2
32515,1
32516,1
32517,2
32518,1
32519,1
32520,1
32521,3
32522,1
32523,0
32524,3
32525,1
32526,2
32527,1
32528,0
32529,2
32530,1
32531,1
32532,3
32533,2
32534,1
32535,1
32536,1
32537,1
32538,0
32539,1
32540,0
32541,1
32542,2
32543,1
32544,1
32545,1
32546,3
32547,1
32548,1
32549,1
32550,1
32551,1
32552,1
32553,2
32554,1
32555,1
32556,1
32557,1
32558,1
32559,3
32560,3
32561,2
32562,3
32563,2
32564,1
32565,2
32566,4
32567,1
32568,2
32569,1
32570,1
32571,1
32572,1
32573,2
32574,3
32575,2
32576,1
32577,1
32578,3
32579,3
32580,1
32581,1
32582,2
32583,2
32584,3
32585,2
32586,2
32587,1
32588,1
32589,4
32590,1
32591,3
32592,0
32593,2
32594,4
32595,3
32596,1
32597,1
32598,4
32599,2
32600,1
32601,2
32602,1
32603,1
32604,1
32605,2
32606,4
32607,1
32608,3
32609,2
32610,3
32611,1
32612,2
32613,4
32614,2
32615,3
32616,3
32617,1
32618,2
32619,2
32620,1
32621,2
32622,2
32623,1
32624,1
32625,2
32626,4
32627,2
32628,2
32629,1
32630,0
32631,2
32632,2
32633,1
32634,3
32635,1
32636,1
32637,1
32638,1
32639,1
32640,1
32641,2
32642,1
32643,2
32644,2
32645,1
32646,2
32647,2
32648,1
32649,1
32650,4
32651,2
32652,2
32653,1
32654,2
32655,1
32656,2
32657,1
32658,4
32659,1
32660,4
32661,1
32662,1
32663,3
32664,1
32665,3
32666,3
32667,1
32668,1
32669,1
32670,1
32671,3
32672,1
32673,1
32674,1
32675,2
32676,2
32677,2
32678,1
32679,4
32680,1
32681,1
32682,1
32683,4
32684,1
32685,3
32686,1
32687,2
32688,2
32689,1
32690,1
32691,1
32692,2
32693,2
32694,1
32695,1
32696,1
32697,1
32698,1
32699,1
32700,1
32701,1
32702,3
32703,2
32704,1
32705,1
32706,2
32707,1
32708,2
32709,1
32710,1
32711,4
32712,3
32713,1
32714,2
32715,0
32716,1
32717,2
32718,1
